course_code,course_name,description,credit,course_level,is_compulsory
FSF2D,Core French,"This course provides opportunities for students to communicate in French about  personally relevant, familiar, and academic topics in real-life situations with increasing independence. Students will exchange information, ideas, and opinions with others in guided and increasingly spontaneous spoken interactions. Students will develop their skills in listening, speaking, reading, and writing through the selective use of strategies that contribute to effective communication. They will also increase their understanding and appreciation of diverse French-speaking communities, and will develop skills  necessary for lifelong language learning.",1.00,10,FALSE
FSF2O,Core French,"This course provides opportunities for students to speak French in guided and structured interactive settings. Students will communicate about matters of personal interest and familiar topics through listening, speaking, reading, and writing in real-life situations, using print, oral, visual, and electronic texts. Students will develop a general understanding and appreciation of diverse French-speaking communities, as well as skills necessary for lifelong language learning.",1.00,10,FALSE
FSF2P,Core French,"This course provides opportunities for students to communicate in French about everyday matters and topics of personal interest in real-life situations. Students will exchange  information, ideas, and opinions with others in structured, guided, and increasingly spontaneous spoken interactions. Students will develop their skills in listening, speaking, reading, and writing through using language learning strategies for understanding texts and communicating clearly. They will also increase their understanding and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,10,FALSE
FSF3U,Core French,"This course provides opportunities for students to communicate in French about everyday matters and topics of personal interest in real-life situations. Students will exchange  information, ideas, and opinions with others in structured, guided, and increasingly spontaneous spoken interactions. Students will develop their skills in listening, speaking, reading, and writing through using language learning strategies for understanding texts and communicating clearly. They will also increase their understanding and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,11,FALSE
FSF3O,Core French,"This course provides opportunities for students to communicate in French about everyday matters and topics of personal interest in real-life situations. Students will exchange  information, ideas, and opinions with others in structured, guided, and increasingly spontaneous spoken interactions. Students will develop their skills in listening, speaking, reading, and writing through using language learning strategies for understanding texts and communicating clearly. They will also increase their understanding and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,11,FALSE
FSF4U,Core French,"This course provides opportunities for students to communicate in French about everyday matters and topics of personal interest in real-life situations. Students will exchange  information, ideas, and opinions with others in structured, guided, and increasingly spontaneous spoken interactions. Students will develop their skills in listening, speaking, reading, and writing through using language learning strategies for understanding texts and communicating clearly. They will also increase their understanding and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,12,FALSE
FSF4O,Core French,"This course provides opportunities for students to communicate in French about everyday matters and topics of personal interest in real-life situations. Students will exchange  information, ideas, and opinions with others in structured, guided, and increasingly spontaneous spoken interactions. Students will develop their skills in listening, speaking, reading, and writing through using language learning strategies for understanding texts and communicating clearly. They will also increase their understanding and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,12,FALSE
FEF1D,Entended French,"This course provides opportunities for students to speak and interact in French independently in a variety of real-life and personally relevant contexts. Students will develop their skills in listening, speaking, reading, and writing, as well their ability to communicate in French with confidence, by using language learning strategies introduced in the elementary French Immersion program. Students will enhance their knowledge of the French language through the study of French Canadian literature. They will also increase their understanding and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,9,FALSE
FEF2D,Entended French,"This course provides extensive opportunities for students to use their communication
skills in French and to apply language learning strategies. Students will develop their
skills in listening, speaking, reading, and writing by responding to and interacting with
French oral and written texts in a variety of real-life contexts, using their creative and
critical thinking skills to explore and evaluate information and ideas in the texts. Students
will increase their knowledge of the French language through the study of French authors.
They will also increase their understanding and appreciation of diverse French-speaking
communities, and will develop skills necessary for lifelong language learning.",1.00,10,FALSE
FEF3U,Entended French,"This course provides opportunities for students to communicate about concrete and
abstract topics in various situations. Students will consolidate and refine their skills in
listening, speaking, reading, and writing by applying language learning strategies, as well
as creative and critical thinking skills, in a variety of real-life contexts. Students will develop
their knowledge of the French language through the study of contemporary French authors and well-known French European authors. They will also deepen their understanding and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,11,FALSE
FEF4U,Entended French,"This course further emphasizes the consolidation of communication skills required to
interact in French for various purposes about concrete and abstract topics. Students will
independently apply language learning strategies in a variety of real-life and personally
relevant contexts in listening, speaking, reading, and writing, and will broaden their
creative and critical thinking skills through responding to and analysing oral and written
texts. Students will increase their knowledge of the French language through the study
of Canadian and international French literature. They will also enrich their understanding
and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,12,FALSE
FIF1D,French Immersion,"This course provides opportunities for students to speak and interact in French independently in a variety of real-life and personally relevant contexts. Students will develop their skills in listening, speaking, reading, and writing, as well their ability to communicate in French with confidence, by using language learning strategies introduced in the elementary French Immersion program. Students will enhance their knowledge of the French language through the study of French Canadian literature. They will also increase their understanding and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,9,FALSE
FIF1P,French Immersion,"This course provides opportunities for students to communicate and exchange information
in French in a variety of real-life situations, with support as appropriate. Students will
develop the key listening, speaking, reading, and writing skills introduced in the elementary French Immersion program. They will also increase their understanding and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,9,FALSE
FIF2D,French Immersion,"This course provides students with extensive opportunities to communicate, interact, and
think critically and creatively in French. Students will use a variety of language learning
strategies in listening, speaking, reading, and writing, and will respond to and interact
with print, oral, visual, and electronic texts. Students will develop their knowledge of the
French language through the study of contemporary French literature and historically
well-known French European literature. They will also increase their understanding and
appreciation of diverse French-speaking communities, and will develop skills necessary
for lifelong language learning.",1.00,10,FALSE
FIF2P,French Immersion,"This course emphasizes the development and use of skills and strategies in communication and interaction in French. Students will acquire literacy skills by using creative and critical analysis processes in listening, speaking, reading, and writing in real-life contexts. They will also increase their understanding and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,10,FALSE
FIF3U,French Immersion,"This course provides opportunities for students to consolidate the communication skills
required to speak and interact with increasing confidence and accuracy in French in a
variety of academic and social contexts. Students will use their skills in listening, speaking,
reading, and writing and apply language learning strategies while exploring a variety
of concrete and abstract topics. Students will increase their knowledge of the French
language through the study of French literature from around the world. They will also
deepen their understanding and appreciation of diverse French-speaking communities,
and will develop skills necessary for lifelong language learning.",1.00,11,FALSE
FIF3O,French Immersion,"This course provides opportunities for students to speak and interact in French in real-life
situations for practical purposes. Students will develop their skills in listening, speaking,
reading, and writing, and will explore and create a variety of texts, with a particular
focus on using skills related to the study of French that can be applied in the workplace
and beyond. Students will also deepen their understanding and appreciation of diverse
French-speaking communities, and will develop skills necessary for lifelong language
learning.",1.00,11,FALSE
FIF4U,French Immersion,"This course provides students with extensive opportunities to communicate, interact, and
think critically and creatively in French. Students will consolidate their listening, speaking,
reading, and writing skills and apply language learning strategies while
communicating about concrete and abstract topics, and will independently respond to
and interact with a variety of oral and written texts. Students will study a selection of
French literature from the Middle Ages to the present. They will also enrich their understanding and appreciation of diverse French-speaking communities, and will develop
skills necessary for lifelong language learning.",1.00,12,FALSE
FIF4O,French Immersion,"This course provides opportunities for students to consolidate communication and critical
and creative thinking skills related to the study of French that can be applied in the workplace and beyond. Students will develop collaborative skills and self-confidence through hands-on activities in listening, speaking, reading, and writing, using French in real-life contexts and new and familiar situations. They will also enrich their understanding and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,12,FALSE
TAS1O,Technology and the Skilled Trades,"This hands-on course enables students to further explore the engineering design process and develop other technological knowledge and skills introduced in earlier grades. Students will design and safely create prototypes, products, and/or services, working with tools and technologies from various industries. As students develop their projects to address real-life problems, they will apply technological concepts such as precision measurement, as well as health and safety standards. Students will begin to explore job skills programs and education and training pathways, including skilled trades, that can lead to a variety of careers. ",1.00,9,FALSE
TAS2O,Technology and the Skilled Trades,"This hands-on course enables students to apply the engineering design process and other technological knowledge and skills introduced in earlier grades. Students will design and safely create prototypes, products, and/or services, working with tools and resources from various industries. As students develop their projects to address real-life problems, they will apply technological concepts such as quality control, and health and safety standards. Students explore opportunities for job skills programs and education and training pathways, including skilled trades, that can lead to a variety of careers.",1.00,10,FALSE
TGJ3M,Communications Technology,"This course examines communications technology from a media perspective. Students
will develop knowledge and skills as they design and produce media projects in the
areas of live, recorded, and graphic communications. These areas may include TV, video,
and movie production; radio and audio production; print and graphic communications;
photography; digital imaging; broadcast journalism; and interactive new media. Students
will also develop an awareness of related environmental and societal issues, and will
explore college and university programs and career opportunities in the various communications technology fields.",1.00,11,FALSE
TGJ3O,"Communications Technology:
Broadcast and Print Production","This course enables students to develop knowledge and skills in the areas of graphic
communication, printing and publishing, audio and video production, and broadcast
journalism. Students will work both independently and as part of a production team to
design and produce media products in a project-driven environment. Practical projects
may include the making of signs, yearbooks, video and/or audio productions, newscasts,
and documentaries. Students will also develop an awareness of related environmental
and societal issues, and will explore secondary and postsecondary education and training
pathways and career opportunities in the various communications technology fields.",1.00,11,FALSE
TGJ4M,Communications Technology,"This course enables students to further develop media knowledge and skills while
designing and producing projects in the areas of live, recorded, and graphic communications. Students may work in the areas of TV, video, and movie production; radio and audio production; print and graphic communications; photography; digital imaging; broadcast journalism; and interactive new media. Students will also expand their awareness of environmental and societal issues related to communications technology, and will investigate career opportunities and challenges in a rapidly changing technological
environment.",1.00,12,FALSE
TGJ4O,"Communications Technology:
Digital Imagery and Web Design","This course enables students to develop knowledge and skills in the areas of photography,
digital imaging, animation, 3D modelling, and web design. Students will work both
independently and as part of a production team to design and produce media products
in a project-driven environment. Practical projects may include photo galleries, digital
images, animations, 3D models, and websites. Students will also expand their awareness
of environmental and societal issues related to communications technology, and will
explore postsecondary education, training, and career opportunities.",1.00,12,FALSE
TEJ3M,"Computer Engineering
Technology","This course examines computer systems and control of external devices. Students
will assemble computers and small networks by installing and configuring appropriate
hardware and software. Students will develop knowledge and skills in electronics,
robotics, programming, and networks, and will build systems that use computer programs
and interfaces to control and/or respond to external devices. Students will develop an
awareness of related environmental and societal issues, and will learn about college and
university programs leading to careers in computer technology.",1.00,11,FALSE
TEJ3E,Computer Technology,"This course enables students to develop knowledge and skills related to computer
hardware, networks, operating systems, and other software. Students will use utility
and application software, and learn proper procedures for installing, maintaining, and
troubleshooting computer systems and networks. Students will develop an awareness
of environmental and societal issues related to the use of computers, and will learn about
apprenticeships and other employment opportunities in the field of computer technology
that they may choose to pursue after graduation.",1.00,11,FALSE
TEJ4M,Computer Engineering,"
This course extends students’ understanding of computer systems and computer
interfacing with external devices. Students will assemble computer systems by installing
and configuring appropriate hardware and software, and will learn more about fundamental concepts of electronics, robotics, programming, and networks. Students will
examine related environmental and societal issues, and will explore postsecondary pathways leading to careers in computer technology.",1.00,12,FALSE
TEJ4E,Computer Technology,"This course enables students to further develop their practical understanding of computer
hardware, software, networks, and operating systems. Students will use utility and
application software, and will follow proper procedures for installing, maintaining,
and troubleshooting computer systems and networks. In addition to demonstrating
an understanding of the ethical use and environmental effects of computers, students
will develop marketable skills and assess career opportunities in the field.",1.00,12,FALSE
TCJ3C,"Construction Engineering
Technology","This course focuses on the development of knowledge and skills related to residential
construction. Students will gain hands-on experience using a variety of construction
materials, processes, tools, and equipment; learn about building design and planning
construction projects; create and interpret working drawings and sections; and learn how
the Ontario Building Code and other regulations and standards apply to construction
projects. Students will also develop an awareness of environmental and societal issues
related to construction technology, and will explore career opportunities in the field.",1.00,11,FALSE
TCJ3E,Construction Technology,"This course enables students to develop technical knowledge and skills related to carpentry, masonry, electrical systems, heating and cooling, and plumbing for residential
construction. Students will gain hands-on experience using a variety of materials,
processes, tools, and equipment to design, lay out, and build projects. They will create
and read technical drawings, learn construction terminology, interpret building codes
and regulations, and apply mathematical skills as they develop construction projects.
Students will also develop an awareness of environmental and societal issues related to
construction technology, and will explore postsecondary and career opportunities in the
field.",1.00,11,FALSE
TWJ3E,Custom Woodworking,"This course enables students to develop knowledge and skills related to cabinet making
and furniture making. Students will gain practical experience using a variety of the
materials, tools, equipment, and joinery techniques associated with custom woodworking.
Students will learn to create and interpret technical drawings and will plan, design, and
fabricate projects. They will also develop an awareness of environmental and societal
issues related to the woodworking industry, and will explore apprenticeships, postsecondary training, and career opportunities in the field that may be pursued directly after graduation.",1.00,11,FALSE
TCJ4C,"Construction Engineering
Technology","This course enables students to further develop knowledge and skills related to residential
construction and to explore light commercial construction. Students will gain hands-on
experience using a variety of materials, processes, tools, and equipment, and will learn
more about building design and project planning. They will continue to create and interpret construction drawings and will extend their knowledge of construction terminology and of relevant building codes and regulations, as well as health and safety standards and practices. Students will also focus on environmental and societal issues related to construction engineering technology, and will explore career opportunities in the field.",1.00,12,FALSE
TCJ4E,Construction Technology,"This course enables students to further develop technical knowledge and skills related
to residential construction and to explore light commercial construction. Students will
continue to gain hands-on experience using a variety of materials, processes, tools, and
equipment; create and interpret construction drawings; and learn more about building
design and project planning. They will expand their knowledge of terminology, codes
and regulations, and health and safety standards related to residential and light commercial construction. Students will also expand their awareness of environmental and
societal issues related to construction technology, and will explore entrepreneurship and
career opportunities in the industry that may be pursued directly after graduation.",1.00,12,FALSE
TWJ4E,Custom Woodworking,"This course enables students to further develop knowledge and skills related to the
planning, design, and construction of residential and/or commercial cabinets and
furniture. Students will gain further experience in the safe use of common woodworking
materials, tools, equipment, finishes, and hardware, and will learn about the entrepreneurial skills needed to establish and operate a custom woodworking business. Students will also expand their awareness of health and safety issues and environmental and societal issues related to woodworking, and will explore career opportunities that may
be pursued directly after graduation.",1.00,12,FALSE
THJ3M,Green Industries,"This course enables students to develop knowledge and skills related to agriculture,
forestry, horticulture, and landscaping. Students will study the identification, growth,
and management of plants and animals and develop process, design, and management
skills required in the green industries. Students will also examine social and economic
issues related to the green industries, learn about safe and healthy working practices,
study industry standards and codes, and will explore postsecondary education programs
and career opportunities.",1.00,11,FALSE
THJ3E,Green Industries,"This course enables students to develop knowledge and skills related to agriculture,
floristry, forestry, horticulture, and landscaping. Students will learn to identify a broad
range of plant and animal species; examine factors that affect the growth of plants and
animals and the quality of products derived from them; and develop process, design,
and maintenance skills required in the green industries. Students will also learn about
safe and healthy working practices, develop an awareness of environmental and societal
issues related to green industry activities, and learn about apprenticeships and other
postsecondary education and training opportunities, as well as employment opportunities
that may be pursued directly after graduation.",1.00,11,FALSE
THJ4M,Green Industries,"This course focuses on more complex concepts and skills related to the green industries.
Students will focus on developing process skills, design and management techniques,
and ways of enhancing environmental sustainability. They will also examine social and
economic issues related to the green industries, learn about safe and healthy working
practices, study industry standards and codes, and explore career opportunities. The
knowledge and skills acquired in this course will prepare students for more specialized
studies at the college and university level.",1.00,12,FALSE
THJ4E,Green Industries,"This course enables students to gain further experience with a variety of industry procedures and operations and to acquire additional industry-specific skills. Students will
study more complex processes, develop more advanced design and maintenance skills,
and explore ways of enhancing environmental sustainability. They will also examine
social and economic issues related to the green industries, learn about safe and healthy
working practices, study industry standards and codes, and explore career opportunities
in the various industries. The knowledge and skills acquired in this course will prepare
students for the workplace and apprenticeship training.",1.00,12,FALSE
TXJ3E,Hairstyling and Aesthetics,"This course enables students to develop knowledge and skills in cosmetology and offers
a variety of applications that will equip students to provide services for a diverse clientele.
Students will identify trends in the hairstyling and aesthetics industry, learn about related
health and safety laws, and expand their communication and interpersonal skills through
interactions with peers and clients. Students will also consider environmental and societal
issues related to the industry, and will acquire a more detailed knowledge of apprenticeships and direct-entry work positions.",1.00,11,FALSE
TXJ4E,Hairstyling and Aesthetics,"This course enables students to develop increased proficiency in a wide range of
hairstyling and aesthetics services. Working in a salon/spa team environment, students
will strengthen their fundamental cosmetology skills and develop an understanding of
common business practices and strategies in the salon/spa industry. Students will also
expand their understanding of environmental and societal issues and their knowledge
of postsecondary destinations in the hairstyling and aesthetics industry.",1.00,12,FALSE
TPJ3M,Health Care,"This course enables students to develop their understanding of basic health care procedures, including the safe use of appropriate instruments, equipment, and materials.
Students will focus on health care fundamentals, including the anatomical features and
physiology of the major body systems and the factors that affect homeostasis in the human body. Students will develop an awareness of health and safety issues in the health care field, analyse environmental and societal issues related to health care, and learn about professional practice standards and career opportunities in the field.",1.00,11,FALSE
TPJ3C,Health Care,"This course enables students to develop their understanding of basic health care procedures,
including the safe use of appropriate instruments, equipment, and materials.
Students will focus on health care fundamentals, including health care terminology and
the anatomical features and physiology of some major body systems. Students will develop an awareness of health and safety issues in the health care field, environmental and societal issues related to health care, professional practice standards, and career opportunities in the field.",1.00,11,FALSE
TPJ4M,Health Care,"This course focuses on the development of a range of skills needed to analyse and interpret clinical findings. Students will learn about accepted health care practices and demonstrate an understanding of basic procedures and the use of appropriate instruments and equipment. They will acquire an understanding of basic concepts related to the function of the human immune system and explore the relationship between pathology and disease prevention and treatment. Students will expand their awareness of workers' health and safety issues, analyse environmental and societal issues related to health care, and further explore professional practice standards and postsecondary destinations in the field.",1.00,12,FALSE
TPJ4C,Health Care,"This course focuses on the development of clinical skills needed to assess general health
status. Students will learn about accepted health care practices and demonstrate an understanding of some basic procedures and the use of appropriate instruments and equipment. They will identify the characteristics of the human immune system and learn about pathology and disease prevention and treatment. Students will expand their awareness ofworkers' health and safety issues, environmental and societal issues related to health care, professional practice standards, and postsecondary destinations in the field.",1.00,12,FALSE
TPJ4E,Health Care: Support Services,"This course enables students to develop the basic skills needed for careers in a range
of health care support services. Students will practise and apply a variety of clinical
procedures and infection control skills as they learn about principles of infection control,
service excellence, and the nature of the health care industry. Students will also investigate
workers’ health and safety issues, environmental and societal issues related to health
care, and career opportunities in the field.",1.00,12,FALSE
TFJ3C,Hospitality and Tourism,"This course enables students to develop or expand knowledge and skills related to
hospitality and tourism, as reflected in the various sectors of the tourism industry. Students
will learn about preparing and presenting food, evaluating facilities, controlling inventory,
and marketing and managing events and activities, and will investigate customer service
principles and the cultural and economic forces that drive tourism trends. Students will
develop an awareness of health and safety standards, environmental and societal issues,
and career opportunities in the tourism industry.",1.00,11,FALSE
TFJ3E,Hospitality and Tourism,"This course enables students to acquire knowledge and skills related to the food and
beverage services sector of the tourism industry. Students will learn how to prepare,
present, and serve food using a variety of tools and equipment, and will develop an
understanding of the fundamentals of providing high-quality service to ensure customer
satisfaction and the components of running a successful event or activity. Students will
develop an awareness of health and safety practices, environmental and societal issues,
and career opportunities in the food and beverage services sector.",1.00,11,FALSE
TFJ4C,Hospitality and Tourism,"This course enables students to further develop knowledge and skills related to the
various sectors of the tourism industry. Students will demonstrate advanced food
preparation and presentation skills; increase health and wellness knowledge; develop
tourism administration and management skills; design and implement a variety of events
or activities; and investigate principles and procedures that contribute to high-quality
customer service. Students will expand their awareness of health and safety issues,
environmental and societal issues, and career opportunities in the tourism industry.",1.00,12,FALSE
TFJ4E,Hospitality and Tourism,"This course enables students to further develop knowledge and skills related to the
food and beverage services sector of the tourism industry. Students will demonstrate
proficiency in using food preparation and presentation tools and equipment; plan nutritious menus, create recipes, and prepare and present finished food products; develop
customer service skills; and explore event and activity planning. Students will expand
their awareness of health and safety practices, environmental and societal issues, and
career opportunities in the food and beverage services sector.",1.00,12,FALSE
TMJ3M,"Manufacturing Engineering
Technology","This course enables students to develop knowledge and skills related to design, process
planning, control systems, and quality assurance. Students will use a broad range of tools
and equipment and will combine modern manufacturing techniques and processes with
computer-aided manufacturing as they develop critical decision-making, problem-solving,
and project-management skills. Students will develop an awareness of environmental
and societal issues related to manufacturing and will learn about pathways leading to
careers in the industry.",1.00,11,FALSE
TMJ3C,Manufacturing Technology,"This course enables students to develop knowledge and skills through hands-on,
project-based learning. Students will acquire design, fabrication, and problem-solving
skills while using tools and equipment such as lathes, mills, welders, computer-aided
machines, robots, and control systems. Students may have opportunities to obtain
industry-standard certification and training. Students will develop an awareness of
environmental and societal issues related to manufacturing and will learn about
pathways leading to careers in the industry.",1.00,11,FALSE
TMJ3E,Manufacturing Technology,"This hands-on, project-based course is designed for students planning to enter an
occupation or apprenticeship in manufacturing directly after graduation. Students
will work on a variety of manufacturing projects, developing knowledge and skills in
design, fabrication, and problem solving and using tools and equipment such as engine
lathes, milling machines, and welding machines. In addition, students may have the
opportunity to acquire industry-standard certification and training. Students will develop
an awareness of environmental and societal issues related to manufacturing and will
learn about secondary school pathways that lead to careers in the industry.",1.00,11,FALSE
TMJ4M,"Manufacturing Engineering
Technology","This course enables students to further develop knowledge and skills related to design,
process planning, control systems, project management, quality assurance, and business
operations. Students will use a broad range of tools and equipment, enhance their skills
in computer-aided design, and collaborate in managing a project. Students will critically
analyse and solve complex problems involved in manufacturing products. Students will
expand their awareness of environmental and societal issues and of career opportunities
in the manufacturing industry.",1.00,12,FALSE
TMJ4C,Manufacturing Technology,"This course enables students to further develop knowledge and skills related to machining,
welding, print reading, computer numerical control (CNC), robotics, and design. Students
will develop proficiency in using mechanical, pneumatic, electronic, and computer control
systems in a project-based learning environment and may have opportunities to obtain
industry-standard training and certification. Students will expand their awareness of
environmental and societal issues and career opportunities in the manufacturing industry.",1.00,12,FALSE
TMJ4E,Manufacturing Technology,"This project-driven, hands-on course builds on students’ experiences in manufacturing
technology. Students will further develop knowledge and skills related to the use of
engine lathes, milling machines, welding machines, and other tools and equipment as
they design and fabricate solutions to a variety of technological challenges in manufacturing. Students may also have opportunities to acquire industry-standard training and certification. Students will expand their awareness of environmental and societal issues and of career opportunities in the manufacturing industry.",1.00,12,FALSE
TDJ3M,Technological Design,"This course examines how technological design is influenced by human, environmental,
financial, and material requirements and resources. Students will research, design, build,
and assess solutions that meet specific human needs, using working drawings and other
communication methods to present their design ideas. They will develop an awareness
of environmental, societal, and cultural issues related to technological design, and will
explore career opportunities in the field, as well as the college and/or university program
requirements for them.",1.00,11,FALSE
TDJ3O,"Technological Design and the
Environment","This course enables students to apply a systematic process for researching, designing,
building, and assessing solutions to address specific human and environmental challenges.
Through their work on various projects, students will explore broad themes that may
include aspects of industrial design, mechanical design, architectural design, control
system design, and/or apparel design. Students will develop an awareness of environmental and societal issues related to technological design, and will learn about secondary and postsecondary pathways leading to careers in the field.",1.00,11,FALSE
TDJ4M,Technological Design,"This course introduces students to the fundamentals of design advocacy and marketing,
while building on their design skills and their knowledge of professional design practices.
Students will apply a systematic design process to research, design, build, and assess
solutions that meet specific human needs, using illustrations, presentation drawings, and
other communication methods to present their designs. Students will enhance their
problem-solving and communication skills, and will explore career opportunities and
the postsecondary education and training requirements for them.",1.00,12,FALSE
TTJ3C,Transportation Technology,"This course enables students to develop technical knowledge and skills as they study,
test, service, and repair engine, electrical, suspension, brake, and steering systems on
vehicles, aircraft, and/or watercraft. Students will develop communication and teamwork
skills through practical tasks, using a variety of tools and equipment. Students will
develop an awareness of environmental and societal issues related to transportation,
and will learn about apprenticeship and college programs leading to careers in the
transportation industry.",1.00,11,FALSE
TDJ4O,"Technological Design in the
Twenty-first Century","This course focuses on the relationship between society and technological development.
Students will use appropriate tools, techniques, and strategies to research, design, build,
and assess prototypes for products and/or processes that respond to society’s changing
needs. Students will describe how social factors, including culture, media, politics,
religion, and environmental concerns, influence technological design. Students will also
learn about professional practices in the field, and will research postsecondary pathways
leading to careers related to technological design.",1.00,12,FALSE
TTJ3O,"Transportation Technology:
Vehicle Ownership","This general interest course enables students to become familiar with the options and
features of various vehicles, issues of registration, and the legal requirements affecting
vehicle owners. Students will also learn about vehicle financing and insurance, vehicle
maintenance, emergency procedures, and the responsibilities of being a vehicle owner.
Students will develop an awareness of environmental and societal issues related to vehicle
ownership and use, and will explore career opportunities in the transportation industry.",1.00,11,FALSE
TTJ4C,Transportation Technology,"This course enables students to further develop technical knowledge and skills as they
study, test, service, and repair engine management systems; powertrains; steering/
control, suspension, brake, and body systems on vehicles, aircraft, and/or watercraft;
and/or small-engine products. Students will refine communication and teamwork skills
through practical tasks, using a variety of tools and equipment. Students will expand
their awareness of environmental and societal issues related to transportation and
their knowledge of apprenticeship and college programs leading to careers in the
transportation industry.",1.00,12,FALSE
TTJ4E,"Transportation Technology:
Vehicle Maintenance","This course introduces students to the servicing, repair, and maintenance of vehicles
through practical applications. The course is appropriate for all students as a general
interest course to prepare them for future vehicle operation, care, and maintenance or for
entry into an apprenticeship in the motive power trades. Students will develop an
awareness of environmental and societal issues related to transportation, and will learn
about careers in the transportation industry and the skills and training required for them.",1.00,12,FALSE
HSG3M,Gender Studies,"This course enables students to explore the social construction of gender. Students will learn about the dynamic nature of gender roles and norms; sexism and power relations; and the impact of representations of women and men in the media, popular culture, and the arts. Students will analyse a range of gender equity issues, including gender-based violence and workplace equity, in both Canadian and global contexts. Students will develop and apply research skills and will design and implement a social action initiative relating to gender equity.",1.00,12,FALSE
HSE3E,"Equity, Diversity, and Social Justice","This course enables students to develop an understanding of historical and contemporary issues relating to equity, diversity, and social justice in a variety of contexts. Students will explore the nature of diversity and power relations in Canada and how social norms shape individual identity. They will learn about social activism and how to address situations that involve discrimination, harassment, and denial of rights. Students will develop and apply research skills and will design and implement a social action initiative relating to an equity, diversity, or social justice issue.",1.00,12,FALSE
HSE4M,Equity and Social Justice: From Theory to Practice,"This course enables students to develop an understanding of the theoretical, social, and historical underpinnings of various equity and social justice issues and to analyse strategies for bringing about positive social change. Students will learn about historical and contemporary equity and social justice issues in Canada and globally. They will explore power relations and the impact of a variety of factors on equity and social justice. Students will develop and apply research skills and will design and implement a social action initiative relating to an equity or social justice issue.",1.00,12,FALSE
HSC4M,World Cultures,"This course examines the nature of culture; how cultural identities are acquired, maintained, and transformed; and theories used to analyse cultures. Students will explore world cultures, with an emphasis on the analysis of religious and spiritual beliefs, art forms, and philosophy. They will study the contributions and influence of a range of cultural groups and will critically analyse issues facing ethnocultural groups within Canada and around the world. Students will develop and apply research skills and will design and implement a social action initiative relating to cultural diversity.",1.00,12,FALSE
HIF1O,Exploring Family Studies,"This course explores, within the context of families, some of the fundamental challenges people face: how to meet basic needs, how to relate to others, how to manage resources, and how to become responsible members of society. Students will explore adolescent development and will have opportunities to develop interpersonal, decision-making, and practical skills related to daily life. They will learn about the diverse ways in which families function in Canada and will use research skills as they explore topics related to individual and family needs and resources.",1.00,9,FALSE
HIF2O,Exploring Family Studies,"This course explores, within the context of families, some of the fundamental challenges people face: how to meet basic needs, how to relate to others, how to manage resources, and how to become responsible members of society. Students will explore adolescent development and will have opportunities to develop interpersonal, decision-making, and practical skills related to daily life. They will learn about the diverse ways in which families function in Canada and will use research skills as they explore topics related to individual and family needs and resources.",1.00,10,FALSE
HNL2O,Clothing,"This course introduces students to the world of clothing. Students will gain knowledge about clothing and demonstrate basic skills associated with various techniques and technologies used to create garments and accessories. Students will learn about the functions of clothing and accessories and what clothing communicates about the wearer. They will learn how to enhance their personal wardrobe by assessing garment quality, developing shopping strategies, and developing an understanding of the advantages and disadvantages of various retail formats. Students will develop research skills as they investigate topics related to clothing.",1.00,10,FALSE
HNC3C,Understanding Fashion,"This course introduces students to the world of fashion. Students will gain an understanding of theories related to fashion trends and of how culture, media, fashion cycles, retailing, and social and environmental factors influence fashion trends and consumer behaviour. Students will use various tools, technologies, and techniques safely and correctly to create fashion items. In addition, students will apply knowledge of fibres, fabrics, and the elements and principles of design when creating and assessing fashion-related products. Students will develop research skills
as they investigate topics related to fashion.",1.00,11,FALSE
HLS3O,Housing and Home Design,"This course introduces students to a range of issues related to housing and home design. Students will learn about the needs that housing fulfils; housing options; home maintenance and safety; and environmental, economic, legal, and social considerations related to housing. They will use the elements and principles of design to analyse design and decorating decisions. Students will develop research skills as they investigate issues related to housing and home design.",1.00,11,FALSE
HNB4M,The World of Fashion,"This course gives students the opportunity to explore the world of fashion. Students will learn how to create a fashion product using various tools, techniques, and technologies while developing their practical skills. Students will learn about various factors that affect the global fashion industry, the needs of specialized markets, and the impact of fibre and fabric production and care. In addition, they will learn about social and historical influences on fashion. Students will apply research skills when investigating aspects of the fashion world.",1.00,12,FALSE
